County,State,INflow,OUTflow,NET in,GROSS out
Rowan County,Kentucky,11851.0,9711.0,1723.0,21145.0
Runnels County,Texas,431.0,649.0,-219.0,1079.0
Rush County,Indiana,761.0,1254.0,-510.0,1998.0
Rusk County,Texas,7387.0,4568.0,2715.0,11851.0
Russell County,Alabama,7312.0,6719.0,434.0,13872.0
Rutherford County,North Carolina,29493.0,21141.0,7606.0,49888.0
Rutland County,Vermont,2102.0,2995.0,-962.0,5028.0
Río Grande Municipio,Puerto Rico,2093.0,2543.0,-465.0,4621.0
Sabana Grande Municipio,Puerto Rico,143.0,928.0,-785.0,1071.0
Sabine County,Texas,928.0,549.0,379.0,1477.0
Sabine Parish,Louisiana,851.0,915.0,-120.0,1710.0
Sac County,Iowa,484.0,444.0,13.0,901.0
Sacramento County,California,83257.0,68852.0,4341.0,142045.0
Sagadahoc County,Maine,2419.0,2436.0,-71.0,4801.0
Saginaw County,Michigan,8527.0,9166.0,-1055.0,17277.0
Saguache County,Colorado,533.0,353.0,180.0,886.0
Salem City,Virginia,2697.0,2259.0,396.0,4914.0
Salem County,New Jersey,3198.0,3288.0,-96.0,6480.0
Salinas Municipio,Puerto Rico,1289.0,1001.0,288.0,2290.0
Saline County,Arkansas,14615.0,14217.0,-212.0,28222.0
Salt Lake County,Utah,65032.0,58464.0,-1210.0,115718.0
Saluda County,South Carolina,1620.0,952.0,332.0,2236.0
Sampson County,North Carolina,3085.0,2431.0,194.0,5056.0
San Augustine County,Texas,626.0,725.0,-186.0,1264.0
San Benito County,California,3877.0,2658.0,1036.0,6352.0
San Bernardino County,California,115941.0,88691.0,17756.0,195138.0
San Diego County,California,165744.0,156835.0,-23739.0,289931.0
San Francisco County,California,62927.0,72854.0,-21393.0,124315.0
San Germán Municipio,Puerto Rico,1204.0,1055.0,130.0,2240.0
San Jacinto County,Texas,2847.0,1463.0,1384.0,4310.0
San Joaquin County,California,37046.0,31232.0,2021.0,64485.0
San Juan County,Colorado,6523.0,7370.0,-1112.0,13628.0
San Juan Municipio,Puerto Rico,12856.0,22468.0,-10658.0,34278.0
San Lorenzo Municipio,Puerto Rico,521.0,1221.0,-700.0,1742.0
San Luis Obispo County,California,22160.0,14401.0,6888.0,35690.0
San Mateo County,California,50634.0,48999.0,-6673.0,91325.0
San Miguel County,Colorado,2561.0,2434.0,-6.0,4862.0
San Patricio County,Texas,4547.0,3835.0,464.0,8134.0
San Saba County,Texas,398.0,134.0,247.0,515.0
San Sebastián Municipio,Puerto Rico,358.0,1584.0,-1227.0,1941.0
Sanborn County,South Dakota,96.0,210.0,-114.0,306.0
Sanders County,Montana,1130.0,778.0,346.0,1902.0
Sandoval County,New Mexico,9399.0,7429.0,1361.0,16219.0
Sandusky County,Ohio,1971.0,2855.0,-1006.0,4704.0
Sangamon County,Illinois,8075.0,8935.0,-1391.0,16479.0
Sanilac County,Michigan,1781.0,1996.0,-322.0,3670.0
Sanpete County,Utah,3911.0,2582.0,1193.0,6357.0
Santa Barbara County,California,30246.0,23075.0,3362.0,49512.0
Santa Clara County,California,111343.0,110982.0,-31941.0,190023.0
Santa Cruz County,Arizona,22754.0,17584.0,2826.0,37994.0
Santa Fe County,New Mexico,7873.0,7111.0,356.0,14578.0
Santa Isabel Municipio,Puerto Rico,482.0,1307.0,-825.0,1789.0
Santa Rosa County,Florida,16778.0,16241.0,-399.0,32083.0
Sarasota County,Florida,33674.0,21976.0,9414.0,53366.0
Saratoga County,New York,14856.0,13285.0,988.0,27558.0
Sargent County,North Dakota,143.0,101.0,23.0,225.0
Sarpy County,Nebraska,16075.0,14207.0,898.0,29312.0
Sauk County,Wisconsin,3968.0,2655.0,1177.0,6487.0
Saunders County,Nebraska,1255.0,1967.0,-724.0,3210.0
Sawyer County,Wisconsin,1286.0,642.0,633.0,1917.0
Schenectady County,New York,8747.0,9654.0,-1459.0,17849.0
Schleicher County,Texas,132.0,196.0,-64.0,328.0
Schley County,Georgia,266.0,434.0,-175.0,693.0
Schoharie County,New York,2091.0,1564.0,515.0,3643.0
Schoolcraft County,Michigan,388.0,558.0,-177.0,939.0
Schuyler County,Illinois,1524.0,1466.0,1.0,2933.0
Schuylkill County,Pennsylvania,3965.0,6006.0,-2161.0,9851.0
Scioto County,Ohio,4045.0,3111.0,878.0,7100.0
Scotland County,Missouri,2586.0,2225.0,302.0,4752.0
Scott County,Arkansas,30038.0,29252.0,-566.0,57938.0
Scotts Bluff County,Nebraska,2195.0,2021.0,130.0,4172.0
Screven County,Georgia,873.0,593.0,272.0,1458.0
Scurry County,Texas,1272.0,1174.0,76.0,2424.0
Searcy County,Arkansas,283.0,534.0,-304.0,764.0
Sebastian County,Arkansas,7978.0,6879.0,885.0,14643.0
Sedgwick County,Colorado,26095.0,24081.0,-239.0,47923.0
Seminole County,Florida,44053.0,37241.0,3765.0,78247.0
Seneca County,New York,6053.0,5305.0,460.0,11070.0
Sequatchie County,Tennessee,516.0,794.0,-284.0,1304.0
Sequoyah County,Oklahoma,1677.0,2110.0,-435.0,3785.0
Sevier County,Arkansas,8585.0,7875.0,149.0,15899.0
Seward County,Kansas,3026.0,2694.0,236.0,5624.0
Shackelford County,Texas,207.0,182.0,25.0,389.0
Shannon County,Missouri,484.0,148.0,336.0,632.0
Sharkey County,Mississippi,84.0,399.0,-315.0,483.0
Sharp County,Arkansas,1110.0,1192.0,-97.0,2287.0
Shasta County,California,9651.0,9022.0,-29.0,18015.0
Shawano County,Wisconsin,2115.0,1755.0,317.0,3827.0
Shawnee County,Kansas,8305.0,7918.0,62.0,15898.0
Sheboygan County,Wisconsin,3851.0,5067.0,-1463.0,8671.0
Shelby County,Alabama,62388.0,64183.0,-5370.0,122996.0
Shenandoah County,Virginia,2990.0,2535.0,51.0,5121.0
Sherburne County,Minnesota,8129.0,7584.0,90.0,15258.0
Sheridan County,Kansas,2777.0,2330.0,355.0,5015.0
Sherman County,Kansas,636.0,960.0,-350.0,1570.0
Shiawassee County,Michigan,2871.0,3928.0,-1076.0,6780.0
Shoshone County,Idaho,1169.0,765.0,386.0,1916.0
Sibley County,Minnesota,689.0,1131.0,-477.0,1785.0
Sierra County,California,769.0,837.0,-108.0,1566.0
Silver Bow County,Montana,2529.0,1676.0,636.0,3988.0
Simpson County,Kentucky,3035.0,2141.0,874.0,5156.0
Sioux County,Iowa,1906.0,1600.0,205.0,3405.0
Siskiyou County,California,2973.0,2933.0,-19.0,5847.0
Sitka City and Borough,Alaska,892.0,819.0,21.0,1659.0
Skagit County,Washington,7508.0,7192.0,-142.0,14242.0
Skagway Municipality,Alaska,167.0,77.0,80.0,234.0
Skamania County,Washington,727.0,867.0,-145.0,1589.0
Slope County,North Dakota,8.0,72.0,-64.0,80.0
Smith County,Kansas,15811.0,13847.0,1006.0,28700.0
Smyth County,Virginia,1632.0,1388.0,243.0,3019.0
Snohomish County,Washington,51890.0,43715.0,2597.0,90027.0
Snyder County,Pennsylvania,1884.0,1898.0,-95.0,3701.0
Socorro County,New Mexico,813.0,1500.0,-723.0,2277.0
Solano County,California,30586.0,24593.0,3454.0,52640.0
Somerset County,Maine,28617.0,30859.0,-4819.0,56899.0
Somervell County,Texas,1154.0,558.0,596.0,1712.0
Sonoma County,California,23134.0,23128.0,-2635.0,43621.0
Southampton County,Virginia,1191.0,994.0,151.0,2139.0
Southeast Fairbanks Census Area,Alaska,803.0,181.0,571.0,933.0
Spalding County,Georgia,4533.0,5205.0,-728.0,9682.0
Spartanburg County,South Carolina,18312.0,14039.0,3750.0,31828.0
Spencer County,Indiana,2322.0,2630.0,-362.0,4898.0
Spink County,South Dakota,265.0,706.0,-460.0,952.0
Spokane County,Washington,36656.0,24039.0,10542.0,58620.0
Spotsylvania County,Virginia,9790.0,8670.0,813.0,18153.0
St. Bernard Parish,Louisiana,2168.0,2114.0,-48.0,4180.0
St. Charles County,Missouri,19320.0,19765.0,-1116.0,38414.0
St. Charles Parish,Louisiana,2395.0,3040.0,-748.0,5332.0
St. Clair County,Alabama,27606.0,28682.0,-2804.0,54560.0
St. Croix County,Wisconsin,4927.0,5887.0,-1091.0,10683.0
St. Francis County,Arkansas,1764.0,3582.0,-1951.0,5213.0
St. Francois County,Missouri,4441.0,4287.0,46.0,8620.0
St. Helena Parish,Louisiana,702.0,430.0,272.0,1132.0
St. James Parish,Louisiana,538.0,784.0,-277.0,1291.0
St. John the Baptist Parish,Louisiana,2374.0,2567.0,-299.0,4835.0
St. Johns County,Florida,24130.0,14460.0,8252.0,37172.0
St. Joseph County,Indiana,17698.0,18080.0,-1517.0,34643.0
St. Landry Parish,Louisiana,2402.0,3283.0,-963.0,5603.0
St. Lawrence County,New York,6238.0,3759.0,2171.0,9689.0
St. Louis City,Missouri,26054.0,32655.0,-8636.0,56674.0
St. Louis County,Minnesota,66022.0,60067.0,563.0,120697.0
St. Lucie County,Florida,22031.0,13796.0,6727.0,34319.0
St. Martin Parish,Louisiana,1958.0,2775.0,-895.0,4655.0
St. Mary Parish,Louisiana,3156.0,2784.0,162.0,5730.0
St. Mary's County,Maryland,8167.0,6234.0,1491.0,13959.0
St. Tammany Parish,Louisiana,16197.0,13615.0,2218.0,29448.0
Stafford County,Kansas,16051.0,13469.0,1594.0,28532.0
Stanislaus County,California,22922.0,21870.0,-2368.0,41372.0
Stanley County,South Dakota,359.0,622.0,-267.0,977.0
Stanly County,North Carolina,3319.0,2431.0,770.0,5632.0
Stanton County,Kansas,436.0,566.0,-181.0,951.0
Stark County,Illinois,15991.0,15965.0,-818.0,31112.0
Starke County,Indiana,1094.0,1413.0,-337.0,2489.0
Starr County,Texas,1653.0,2224.0,-915.0,3533.0
Staunton City,Virginia,3102.0,2114.0,790.0,5018.0
Ste. Genevieve County,Missouri,1277.0,993.0,280.0,2266.0
Stearns County,Minnesota,13310.0,10954.0,1483.0,23391.0
Steele County,Minnesota,1982.0,2248.0,-290.0,4206.0
Stephens County,Georgia,4927.0,4071.0,505.0,8647.0
Stephenson County,Illinois,1569.0,2056.0,-549.0,3563.0
Sterling County,Texas,37.0,158.0,-121.0,195.0
Steuben County,Indiana,5814.0,6684.0,-1129.0,12239.0
Stevens County,Kansas,3894.0,3956.0,-176.0,7736.0
Stewart County,Georgia,2812.0,977.0,1295.0,3249.0
Stillwater County,Montana,498.0,469.0,29.0,967.0
Stoddard County,Missouri,1445.0,1886.0,-479.0,3293.0
Stokes County,North Carolina,2307.0,1908.0,366.0,4182.0
Stone County,Arkansas,5224.0,4143.0,967.0,9253.0
Stonewall County,Texas,81.0,128.0,-68.0,188.0
Storey County,Nevada,575.0,203.0,372.0,778.0
Story County,Iowa,13696.0,9590.0,3198.0,22378.0
Strafford County,New Hampshire,12624.0,7369.0,4545.0,19283.0
Stutsman County,North Dakota,2165.0,958.0,1080.0,2996.0
Sublette County,Wyoming,685.0,560.0,109.0,1229.0
Suffolk City,Virginia,8574.0,6695.0,1300.0,14690.0
Suffolk County,Massachusetts,121655.0,119793.0,-17658.0,221928.0
Sullivan County,Indiana,16677.0,16063.0,-33.0,32093.0
Sully County,South Dakota,103.0,33.0,70.0,136.0
Summers County,West Virginia,1028.0,453.0,575.0,1481.0
Summit County,Colorado,30410.0,32663.0,-4086.0,61240.0
Sumner County,Kansas,14770.0,10198.0,4112.0,24508.0
Sumter County,Alabama,20388.0,16412.0,2583.0,35407.0
Sunflower County,Mississippi,1622.0,2393.0,-784.0,4002.0
Surry County,North Carolina,3012.0,2406.0,559.0,5371.0
Susquehanna County,Pennsylvania,1798.0,1832.0,-58.0,3606.0
Sussex County,Delaware,19447.0,17314.0,1202.0,35830.0
Sutter County,California,6209.0,5895.0,-344.0,11446.0
Sutton County,Texas,156.0,156.0,0.0,312.0
Suwannee County,Florida,2450.0,2415.0,16.0,4846.0
Swain County,North Carolina,850.0,1362.0,-534.0,2190.0
Sweet Grass County,Montana,319.0,201.0,100.0,502.0
Sweetwater County,Wyoming,3318.0,2674.0,517.0,5865.0
Swift County,Minnesota,473.0,661.0,-231.0,1091.0
Swisher County,Texas,809.0,433.0,354.0,1220.0
Switzerland County,Indiana,354.0,633.0,-285.0,981.0
Talbot County,Georgia,2508.0,2210.0,179.0,4599.0
Taliaferro County,Georgia,33.0,201.0,-168.0,234.0
Talladega County,Alabama,3935.0,3796.0,30.0,7622.0
Tallahatchie County,Mississippi,755.0,1159.0,-435.0,1883.0
Tallapoosa County,Alabama,2611.0,1788.0,796.0,4372.0
Tama County,Iowa,943.0,805.0,126.0,1736.0
Taney County,Missouri,4285.0,3339.0,722.0,7400.0
Tangipahoa Parish,Louisiana,6704.0,5825.0,728.0,12378.0
Taos County,New Mexico,1903.0,1172.0,622.0,2966.0
Tarrant County,Texas,121902.0,97466.0,12877.0,207809.0
Tate County,Mississippi,2267.0,1615.0,607.0,3837.0
Tattnall County,Georgia,4483.0,1118.0,3345.0,5581.0
Taylor County,Florida,18851.0,17603.0,-216.0,34990.0
Tazewell County,Illinois,8565.0,8237.0,63.0,16537.0
Tehama County,California,3702.0,3399.0,219.0,7017.0
Telfair County,Georgia,781.0,695.0,11.0,1401.0
Teller County,Colorado,2641.0,3122.0,-481.0,5763.0
Tensas Parish,Louisiana,131.0,201.0,-70.0,332.0
Terrebonne Parish,Louisiana,4676.0,4557.0,-208.0,8906.0
Terrell County,Georgia,330.0,902.0,-582.0,1222.0
Terry County,Texas,1476.0,679.0,704.0,2062.0
Teton County,Idaho,4021.0,3087.0,557.0,6731.0
Texas County,Missouri,2323.0,2681.0,-604.0,4758.0
Thayer County,Nebraska,220.0,286.0,-68.0,504.0
Thomas County,Georgia,4597.0,3321.0,1208.0,7850.0
Throckmorton County,Texas,165.0,109.0,40.0,258.0
Thurston County,Nebraska,24970.0,19979.0,3020.0,42978.0
Tift County,Georgia,1816.0,2207.0,-435.0,3979.0
Tillamook County,Oregon,1601.0,1223.0,376.0,2822.0
Tillman County,Oklahoma,745.0,375.0,309.0,1059.0
Tioga County,New York,4109.0,5056.0,-1060.0,9052.0
Tippah County,Mississippi,925.0,1116.0,-192.0,2040.0
Tippecanoe County,Indiana,22779.0,12108.0,6883.0,31099.0
Tipton County,Indiana,4246.0,3736.0,219.0,7691.0
Tishomingo County,Mississippi,501.0,849.0,-397.0,1301.0
Titus County,Texas,1432.0,2392.0,-960.0,3824.0
Toa Alta Municipio,Puerto Rico,1652.0,3508.0,-1856.0,5160.0
Toa Baja Municipio,Puerto Rico,2051.0,4928.0,-2962.0,6894.0
Todd County,Kentucky,2169.0,1921.0,83.0,3925.0
Tolland County,Connecticut,12980.0,9001.0,2824.0,20826.0
Tom Green County,Texas,9567.0,7859.0,1186.0,16904.0
Tompkins County,New York,15535.0,8948.0,4440.0,22336.0
Tooele County,Utah,4764.0,3977.0,656.0,8610.0
Toole County,Montana,441.0,451.0,-18.0,884.0
Toombs County,Georgia,2175.0,1698.0,474.0,3870.0
Torrance County,New Mexico,1210.0,654.0,537.0,1845.0
Towner County,North Dakota,140.0,591.0,-502.0,680.0
Towns County,Georgia,1214.0,1125.0,29.0,2279.0
Traill County,North Dakota,542.0,571.0,-36.0,1106.0
Transylvania County,North Carolina,2387.0,1538.0,634.0,3710.0
Traverse County,Minnesota,196.0,289.0,-96.0,482.0
Travis County,Texas,99542.0,85085.0,3438.0,173608.0
Treasure County,Montana,65.0,4.0,61.0,69.0
Trego County,Kansas,301.0,14.0,282.0,310.0
Trempealeau County,Wisconsin,1391.0,1760.0,-392.0,3128.0
Treutlen County,Georgia,768.0,681.0,69.0,1431.0
Trigg County,Kentucky,1148.0,797.0,336.0,1930.0
Trimble County,Kentucky,728.0,464.0,260.0,1188.0
Trinity County,California,2155.0,1629.0,489.0,3747.0
Tripp County,South Dakota,220.0,265.0,-69.0,461.0
Troup County,Georgia,4269.0,3530.0,347.0,7407.0
Trousdale County,Tennessee,691.0,697.0,-30.0,1364.0
Trujillo Alto Municipio,Puerto Rico,1868.0,3826.0,-1999.0,5653.0
Trumbull County,Ohio,5910.0,9303.0,-3565.0,15041.0
Tucker County,West Virginia,316.0,273.0,40.0,586.0
Tulare County,California,12732.0,13044.0,-1770.0,24318.0
Tulsa County,Oklahoma,37967.0,35358.0,27.0,70743.0
Tunica County,Mississippi,625.0,690.0,-72.0,1308.0
Tuolumne County,California,4588.0,3658.0,766.0,8082.0
Turner County,Georgia,1244.0,1178.0,52.0,2408.0
Tuscaloosa County,Alabama,16798.0,9789.0,6348.0,25926.0
Tuscarawas County,Ohio,5460.0,3653.0,1625.0,8931.0
Tuscola County,Michigan,2577.0,2831.0,-294.0,5368.0
Twiggs County,Georgia,149.0,613.0,-469.0,757.0
Twin Falls County,Idaho,6697.0,4780.0,1859.0,11419.0
Tyler County,Texas,2551.0,2016.0,503.0,4535.0
Tyrrell County,North Carolina,424.0,297.0,127.0,721.0
Uinta County,Wyoming,960.0,1023.0,-76.0,1970.0
Uintah County,Utah,1806.0,3400.0,-1726.0,5074.0
Ulster County,New York,8688.0,7700.0,495.0,15895.0
Umatilla County,Oregon,4517.0,3690.0,475.0,7855.0
Unicoi County,Tennessee,1053.0,675.0,241.0,1591.0
Union County,Arkansas,73148.0,61508.0,6456.0,129472.0
Union Parish,Louisiana,809.0,908.0,-116.0,1700.0
Upshur County,Texas,3583.0,4303.0,-798.0,7808.0
Upson County,Georgia,1674.0,1464.0,147.0,3075.0
Upton County,Texas,203.0,301.0,-98.0,504.0
Utah County,Utah,49163.0,35152.0,7846.0,78150.0
Utuado Municipio,Puerto Rico,139.0,1063.0,-925.0,1201.0
Uvalde County,Texas,1389.0,1864.0,-600.0,3128.0
Val Verde County,Texas,3313.0,2608.0,-359.0,4857.0
Valencia County,New Mexico,3885.0,3951.0,-238.0,7664.0
Valley County,Idaho,2037.0,1976.0,54.0,4006.0
Van Buren County,Arkansas,6644.0,5206.0,1335.0,11747.0
Van Wert County,Ohio,1106.0,1825.0,-756.0,2894.0
Van Zandt County,Texas,4474.0,2566.0,1630.0,6762.0
Vance County,North Carolina,2544.0,2253.0,-10.0,4496.0
Vanderburgh County,Indiana,13163.0,8729.0,3810.0,21268.0
Vega Alta Municipio,Puerto Rico,1504.0,1820.0,-316.0,3324.0
Vega Baja Municipio,Puerto Rico,1426.0,2798.0,-1384.0,4212.0
Venango County,Pennsylvania,1819.0,1922.0,-148.0,3696.0
Ventura County,California,31670.0,33640.0,-5441.0,61839.0
Vermilion County,Illinois,1995.0,3879.0,-2017.0,5741.0
Vermilion Parish,Louisiana,2733.0,2786.0,-122.0,5450.0
Vermillion County,Indiana,604.0,1106.0,-506.0,1706.0
Vernon County,Missouri,2221.0,2465.0,-426.0,4504.0
Vernon Parish,Louisiana,6363.0,7506.0,-1702.0,13310.0
Victoria County,Texas,4593.0,4284.0,14.0,8582.0
Vieques Municipio,Puerto Rico,222.0,526.0,-304.0,748.0
Vigo County,Indiana,8599.0,6012.0,2137.0,14161.0
Vilas County,Wisconsin,1416.0,1095.0,314.0,2504.0
Villalba Municipio,Puerto Rico,811.0,1503.0,-692.0,2314.0
Vinton County,Ohio,664.0,555.0,88.0,1198.0
Virginia Beach City,Virginia,39240.0,36644.0,-974.0,72314.0
Volusia County,Florida,38241.0,22891.0,13651.0,59433.0
Wabash County,Illinois,2160.0,2746.0,-710.0,4782.0
Wabasha County,Minnesota,1170.0,1024.0,87.0,2135.0
Wabaunsee County,Kansas,286.0,480.0,-202.0,758.0
Wadena County,Minnesota,715.0,707.0,-16.0,1398.0
Wagoner County,Oklahoma,6683.0,5811.0,821.0,12443.0
Wahkiakum County,Washington,165.0,270.0,-105.0,435.0
Wake County,North Carolina,81393.0,57743.0,14919.0,130405.0
Wakulla County,Florida,2850.0,2294.0,508.0,5096.0
Waldo County,Maine,2684.0,1912.0,681.0,4505.0
Walker County,Alabama,15896.0,15525.0,-3.0,31047.0
Walla Walla County,Washington,6238.0,5026.0,1011.0,11063.0
Wallace County,Kansas,102.0,46.0,56.0,148.0
Waller County,Texas,4892.0,2754.0,1844.0,7352.0
Wallowa County,Oregon,407.0,444.0,-45.0,843.0
Walsh County,North Dakota,431.0,594.0,-170.0,1018.0
Walthall County,Mississippi,318.0,743.0,-426.0,1060.0
Walton County,Florida,11978.0,11526.0,321.0,23373.0
Walworth County,South Dakota,8599.0,5579.0,2880.0,14038.0
Wapello County,Iowa,1884.0,3022.0,-1319.0,4725.0
Ward County,North Dakota,8149.0,7676.0,-316.0,15036.0
Ware County,Georgia,1287.0,2340.0,-1053.0,3627.0
Warren County,Georgia,60212.0,48820.0,8412.0,106052.0
Warrick County,Indiana,3948.0,4036.0,-200.0,7872.0
Wasatch County,Utah,3794.0,2444.0,1159.0,6047.0
Wasco County,Oregon,2146.0,1749.0,341.0,3839.0
Waseca County,Minnesota,1235.0,1043.0,168.0,2254.0
Washakie County,Wyoming,556.0,336.0,211.0,883.0
Washburn County,Wisconsin,1221.0,810.0,402.0,2022.0
Washington County,Alabama,171339.0,152617.0,8706.0,313940.0
Washington Parish,Louisiana,1523.0,1768.0,-258.0,3278.0
Washita County,Oklahoma,765.0,1229.0,-514.0,1944.0
Washoe County,Nevada,28108.0,22218.0,3827.0,48263.0
Washtenaw County,Michigan,40099.0,29052.0,5281.0,63385.0
Watauga County,North Carolina,8151.0,4617.0,3459.0,12693.0
Watonwan County,Minnesota,238.0,547.0,-338.0,756.0
Waukesha County,Wisconsin,23822.0,23051.0,-329.0,45773.0
Waupaca County,Wisconsin,2777.0,2448.0,294.0,5190.0
Waushara County,Wisconsin,1571.0,1814.0,-254.0,3374.0
Wayne County,Georgia,97283.0,98462.0,-10918.0,186006.0
Waynesboro City,Virginia,2353.0,1590.0,591.0,3771.0
Weakley County,Tennessee,3121.0,2080.0,904.0,5064.0
Webb County,Texas,6531.0,7228.0,-3932.0,10524.0
Weber County,Utah,17249.0,15173.0,1051.0,31397.0
Webster County,Georgia,7583.0,6708.0,764.0,14180.0
Webster Parish,Louisiana,1361.0,1774.0,-445.0,3103.0
Weld County,Colorado,28378.0,17106.0,10261.0,44473.0
Wells County,Indiana,2126.0,1435.0,669.0,3539.0
West Baton Rouge Parish,Louisiana,1884.0,1073.0,811.0,2957.0
West Carroll Parish,Louisiana,198.0,488.0,-299.0,677.0
West Feliciana Parish,Louisiana,803.0,1309.0,-506.0,2112.0
Westchester County,New York,45824.0,42952.0,-4920.0,80984.0
Westmoreland County,Pennsylvania,13203.0,16902.0,-4197.0,29607.0
Weston County,Wyoming,837.0,315.0,420.0,1050.0
Wetzel County,West Virginia,570.0,652.0,-103.0,1201.0
Wexford County,Michigan,2579.0,2031.0,516.0,4578.0
Wharton County,Texas,1700.0,2567.0,-985.0,4149.0
Whatcom County,Washington,16804.0,12224.0,3387.0,27835.0
Wheatland County,Montana,34.0,20.0,11.0,51.0
Wheeler County,Georgia,702.0,1574.0,-890.0,2258.0
White County,Arkansas,12331.0,8511.0,3323.0,20345.0
White Pine County,Nevada,1268.0,672.0,565.0,1909.0
Whiteside County,Illinois,2312.0,2118.0,70.0,4306.0
Whitfield County,Georgia,4199.0,4375.0,-261.0,8489.0
Whitley County,Indiana,5199.0,3149.0,1923.0,8221.0
Whitman County,Washington,9539.0,5788.0,2775.0,14351.0
Wibaux County,Montana,46.0,69.0,-23.0,115.0
Wichita County,Kansas,13822.0,9696.0,3200.0,22592.0
Wicomico County,Maryland,7862.0,5206.0,1911.0,12323.0
Wilbarger County,Texas,973.0,1012.0,-39.0,1985.0
Wilcox County,Alabama,1197.0,1384.0,-232.0,2536.0
Wilkes County,Georgia,1653.0,2337.0,-758.0,3916.0
Wilkin County,Minnesota,292.0,409.0,-119.0,699.0
Wilkinson County,Georgia,733.0,1036.0,-314.0,1758.0
Will County,Illinois,32949.0,36954.0,-5964.0,67944.0
Willacy County,Texas,1061.0,1055.0,-86.0,2024.0
Williams County,North Dakota,5741.0,5851.0,-322.0,11380.0
Williamsburg City,Virginia,4060.0,3039.0,567.0,6645.0
Williamsburg County,South Carolina,996.0,1333.0,-404.0,2262.0
Williamson County,Illinois,81362.0,51620.0,24201.0,127441.0
Wilson County,Kansas,17093.0,12778.0,3760.0,29316.0
Winchester City,Virginia,2763.0,2809.0,-82.0,5536.0
Windham County,Connecticut,8924.0,8693.0,-268.0,17118.0
Windsor County,Vermont,3438.0,3512.0,-232.0,6792.0
Winkler County,Texas,292.0,497.0,-223.0,771.0
Winn Parish,Louisiana,803.0,1138.0,-403.0,1873.0
Winnebago County,Illinois,27197.0,23030.0,2459.0,48519.0
Winneshiek County,Iowa,1686.0,1333.0,256.0,2922.0
Winona County,Minnesota,4339.0,3305.0,818.0,7428.0
Winston County,Alabama,2842.0,2411.0,391.0,5213.0
Wirt County,West Virginia,269.0,267.0,2.0,536.0
Wise County,Texas,6868.0,7013.0,-307.0,13719.0
Wolfe County,Kentucky,509.0,362.0,147.0,871.0
Wood County,Ohio,23975.0,19299.0,3690.0,42288.0
Woodbury County,Iowa,4612.0,6454.0,-2060.0,10848.0
Woodford County,Illinois,4147.0,4160.0,-278.0,8042.0
Woodruff County,Arkansas,252.0,485.0,-253.0,717.0
Woods County,Oklahoma,1015.0,753.0,258.0,1764.0
Woodson County,Kansas,209.0,250.0,-41.0,459.0
Woodward County,Oklahoma,2033.0,1463.0,570.0,3496.0
Worcester County,Maryland,37970.0,37749.0,-3832.0,71666.0
Worth County,Georgia,1428.0,1683.0,-263.0,3103.0
Wrangell City and Borough,Alaska,128.0,113.0,7.0,233.0
Wright County,Iowa,8896.0,10067.0,-1494.0,18640.0
Wyandot County,Ohio,887.0,748.0,69.0,1565.0
Wyandotte County,Kansas,11087.0,12340.0,-2224.0,22456.0
Wyoming County,New York,3976.0,5099.0,-1210.0,8988.0
Wythe County,Virginia,982.0,941.0,18.0,1900.0
Yabucoa Municipio,Puerto Rico,771.0,1910.0,-1139.0,2681.0
Yadkin County,North Carolina,1389.0,1382.0,-49.0,2715.0
Yakima County,Washington,8488.0,7885.0,-156.0,15614.0
Yakutat City and Borough,Alaska,60.0,0.0,50.0,50.0
Yalobusha County,Mississippi,831.0,384.0,447.0,1215.0
Yamhill County,Oregon,7247.0,7233.0,-313.0,14153.0
Yancey County,North Carolina,796.0,621.0,167.0,1409.0
Yankton County,South Dakota,2332.0,2133.0,128.0,4394.0
Yates County,New York,992.0,1343.0,-380.0,2306.0
Yauco Municipio,Puerto Rico,350.0,1290.0,-1030.0,1550.0
Yavapai County,Arizona,17789.0,11781.0,5410.0,28972.0
Yazoo County,Mississippi,1930.0,1161.0,530.0,2852.0
Yell County,Arkansas,1331.0,1153.0,142.0,2448.0
Yellow Medicine County,Minnesota,428.0,867.0,-439.0,1295.0
Yellowstone County,Montana,8994.0,8958.0,-293.0,17623.0
Yoakum County,Texas,207.0,368.0,-161.0,575.0
Yolo County,California,23045.0,17500.0,2440.0,37440.0
York County,Maine,63982.0,48254.0,11921.0,108429.0
Young County,Texas,880.0,894.0,-42.0,1746.0
Yuba County,California,7010.0,5669.0,922.0,12260.0
Yukon-Koyukuk Census Area,Alaska,378.0,422.0,-60.0,784.0
Yuma County,Arizona,16769.0,10786.0,1936.0,23508.0
Zapata County,Texas,827.0,270.0,492.0,1032.0
Zavala County,Texas,240.0,537.0,-317.0,757.0
Ziebach County,South Dakota,50.0,229.0,-179.0,279.0
